id_transaksi,id_rekening,nama,alamat,jumlah_pinjaman,pendapatan_bulanan,usia_nasabah,status_pekerjaan,Credit_Score,riwayat_kredit,tanggal_data
253,913238225,Tory Fitzharris,30 Coolidge Court,5000000,4000000,33,karyawan_swasta,588,baik,2024-09-18
254,909340929,Ad Pettie,3484 Novick Plaza,8000000,9000000,57,wirausaha,614,baik,2025-03-16
255,914407684,Debby Polden,06897 Green Way,17000000,14000000,35,wirausaha,675,baik,2025-05-20
256,997492774,Glenden Brenneke,94479 Lyons Junction,13000000,15000000,20,karyawan_swasta,832,baik,2025-06-23
257,987226761,Larisa Morbey,645 Cordelia Hill,11000000,13000000,33,wirausaha,691,baik,2025-06-06
258,994360009,Lebbie McLanaghan,53 Amoth Parkway,12000000,10000000,37,karyawan_swasta,709,baik,2025-08-23
259,950948601,Dorthy Klambt,5 Welch Way,5000000,4000000,63,karyawan_swasta,636,buruk,2025-04-28
260,947582651,Dottie Liggons,563 2nd Place,13000000,11000000,41,karyawan_swasta,695,baik,2024-10-06
261,982571388,Sebastian Amsberger,3 Bayside Crossing,8000000,9000000,28,karyawan_swasta,648,baik,2025-02-26
262,950261475,Eberhard Peyntue,82 Nelson Junction,10000000,9000000,20,wirausaha,665,baik,2025-05-23
263,910842972,Milka Durling,057 Arrowood Plaza,5000000,6000000,31,karyawan_swasta,751,buruk,2025-06-23
264,941615973,Trix Ricson,5 Surrey Point,12000000,10000000,30,karyawan_swasta,772,baik,2025-09-14
265,975461472,Holly Munnion,574 Gale Pass,12000000,14000000,18,karyawan_swasta,722,baik,2025-06-25
266,907634745,Jacquetta Mort,0 Park Meadow Crossing,8000000,9000000,61,wirausaha,601,baik,2024-12-15
267,954270326,Elisabetta Macconaghy,31 Shasta Circle,10000000,11000000,49,wirausaha,592,buruk,2025-06-26
268,963572354,Dinnie Lory,3546 Schiller Drive,14000000,16000000,71,wirausaha,618,baik,2024-12-14
269,972652498,Dodi Haizelden,33 Vernon Hill,12000000,14000000,52,wirausaha,747,baik,2024-12-21
270,982421363,Tony Hanstock,3327 Elka Circle,7000000,8000000,35,wirausaha,666,baik,2025-03-15
271,965653717,Damiano Billett,18052 Rieder Road,11000000,13000000,47,pns,537,buruk,2025-01-13
272,900901611,Sandy Shackle,8672 Iowa Place,9000000,10000000,73,wirausaha,756,baik,2024-11-17
273,926455859,Farlie Beeken,505 Drewry Junction,14000000,16000000,39,wirausaha,559,baik,2025-06-03
274,991409181,Jarvis Littlejohn,5936 Huxley Junction,13000000,15000000,40,wirausaha,843,baik,2025-07-12
275,917344694,Les Swidenbank,505 Del Mar Pass,8000000,9000000,19,wirausaha,850,baik,2025-02-03
276,994529469,Haze McKeaveney,2 Mandrake Drive,11000000,13000000,47,wirausaha,712,baik,2025-02-11
277,934834421,Alon Swindles,23 Armistice Center,12000000,14000000,38,wirausaha,581,baik,2024-11-27
278,972043882,Garth McMorland,34 Bonner Trail,6000000,7000000,32,pns,771,buruk,2024-10-23
279,970130323,Kerk Currall,9 Walton Avenue,10000000,11000000,50,wirausaha,757,baik,2025-03-28
280,954455371,Nonna Ruane,5 Park Meadow Junction,11000000,9000000,45,karyawan_swasta,655,baik,2025-03-07
281,914438532,Marji Cattle,3 Shoshone Park,5000000,4000000,37,pns,785,baik,2025-06-11
282,956687786,Vinni Kinzel,54 Trailsway Way,8000000,9000000,41,karyawan_swasta,595,baik,2024-12-28
283,980657350,Magda Clout,7 Vahlen Avenue,5000000,6000000,28,wirausaha,694,baik,2025-01-23
284,990937744,Nixie Jochanany,65213 Steensland Road,15000000,17000000,30,karyawan_swasta,787,baik,2024-12-24
285,925522659,Benoite Oliveti,85476 Cherokee Parkway,12000000,14000000,22,karyawan_swasta,655,baik,2025-01-01
286,995417059,Bennie Neads,8 Forster Pass,13000000,15000000,34,karyawan_swasta,582,baik,2025-07-04
287,903565177,Rowena Giacobillo,44 Londonderry Court,5000000,4000000,40,wirausaha,769,baik,2025-04-25
288,912692584,Ernest Bigham,35789 Sherman Parkway,6000000,5000000,42,karyawan_swasta,609,baik,2025-07-31
289,974714952,Dietrich Rozenzweig,813 Scofield Trail,8000000,9000000,37,wirausaha,850,baik,2024-11-22
290,974653245,Andee Dobbson,8889 Leroy Terrace,17000000,14000000,56,karyawan_swasta,578,buruk,2024-09-17
291,970190149,Sebastian Trounce,68782 Dryden Terrace,9000000,8000000,18,karyawan_swasta,662,baik,2025-01-24
292,908714005,Joelynn Waldera,872 Menomonie Avenue,9000000,10000000,41,pns,679,baik,2024-10-01
293,921263165,Jesus Drees,2 Dorton Junction,7000000,6000000,50,wirausaha,718,baik,2024-10-13
294,962603621,Roth Mattam,69 Forest Dale Road,11000000,9000000,50,wirausaha,642,baik,2025-03-02
295,941430287,Gilles Pill,59 Farragut Circle,13000000,15000000,28,wirausaha,662,baik,2025-01-10
296,925869842,Skylar Cleeve,260 Washington Park,11000000,9000000,18,pns,636,baik,2025-02-27
297,985975629,Elvis Bartul,17979 Bluestem Way,10000000,11000000,42,karyawan_swasta,530,buruk,2025-04-08
298,979280094,Barby Cuffin,32497 Declaration Plaza,11000000,13000000,36,wirausaha,573,baik,2024-10-12
299,962718186,Rena Peche,63 Harper Junction,6000000,7000000,32,karyawan_swasta,690,baik,2025-05-27
300,959740199,Enrika Turbefield,20823 Service Trail,9000000,10000000,36,pns,642,baik,2025-06-26
301,960546352,Abbott Brauns,0447 Armistice Pass,12000000,13000000,46,wirausaha,699,baik,2025-03-14
302,951393523,Hedwiga McAllen,7 Kennedy Road,11000000,9000000,18,wirausaha,604,baik,2025-06-20
303,901695659,Claude Del Checolo,63 Kedzie Parkway,5000000,4000000,48,wirausaha,736,baik,2024-11-21
304,971858958,Teodora Dogerty,011 Maryland Junction,16000000,14000000,47,wirausaha,451,baik,2025-06-13
305,957960139,Morna Broadist,5694 Starling Pass,6000000,7000000,23,karyawan_swasta,787,baik,2025-02-02
306,969882008,Andy Lenney,69167 Ronald Regan Drive,12000000,10000000,23,wirausaha,704,buruk,2025-07-21
307,915794063,Cassi Gommery,3 Service Place,7000000,6000000,18,wirausaha,744,baik,2025-07-06
308,994893950,Heather Muddimer,60120 Southridge Crossing,6000000,7000000,18,karyawan_swasta,699,baik,2025-09-14
309,907059726,Pasquale Scala,35476 Carberry Road,5000000,6000000,29,wirausaha,827,baik,2025-04-16
310,954787691,Filide Shiell,0948 Almo Crossing,9000000,8000000,38,karyawan_swasta,631,baik,2025-07-21
311,982522002,Etan Leghorn,60 Westerfield Point,15000000,18000000,70,karyawan_swasta,772,baik,2025-03-06
312,953985600,Jarrod Geraudel,849 Jackson Lane,14000000,16000000,28,wirausaha,673,baik,2025-05-31
313,990438844,Maisie Kean,5 Mayer Hill,9000000,10000000,40,wirausaha,703,baik,2025-05-28
314,932245052,Violette Pindell,0 Mayfield Road,6000000,7000000,63,wirausaha,759,baik,2025-06-28
315,994592454,Evin Jankowski,62413 Graedel Point,8000000,7000000,45,karyawan_swasta,599,baik,2024-12-07
316,911708810,Hamil Whitchurch,6 Butterfield Court,14000000,16000000,18,karyawan_swasta,688,baik,2025-08-11
317,943986026,Devina Salvatore,61 Corben Pass,16000000,18000000,49,wirausaha,733,baik,2025-04-17
318,909405033,Glynda Tumilty,11113 Mallard Alley,9000000,7000000,37,wirausaha,660,baik,2025-08-21
319,926194473,Tony Cramphorn,3 Jana Parkway,12000000,13000000,75,wirausaha,716,baik,2025-01-20
320,911839367,Lyssa Ornillos,50258 Michigan Center,13000000,15000000,33,pns,644,baik,2024-10-11
321,905400836,Britta Jachimiak,79 Russell Parkway,6000000,7000000,18,wirausaha,652,baik,2025-06-03
322,946441429,Marla Iashvili,8977 Hoard Place,10000000,11000000,51,karyawan_swasta,629,baik,2025-09-13
323,918932322,Candide Bradborne,3 Nancy Alley,14000000,16000000,29,karyawan_swasta,580,buruk,2025-02-05
324,932036546,Daren Golley,5 Algoma Parkway,11000000,13000000,54,karyawan_swasta,657,baik,2024-10-14
325,914941472,Harlan Scamal,57106 Bonner Place,10000000,12000000,38,karyawan_swasta,783,buruk,2024-12-02
326,923797023,Marion Headech,7 Victoria Hill,7000000,6000000,27,wirausaha,615,baik,2025-04-13
327,908620178,Feliks Disbury,198 Starling Circle,7000000,6000000,60,wirausaha,618,baik,2025-03-02
328,932898454,Will Mein,28286 Rockefeller Plaza,11000000,9000000,27,wirausaha,705,baik,2025-03-01
329,977813475,Cob Nanninini,5799 Mifflin Hill,12000000,13000000,37,wirausaha,660,baik,2025-01-02
330,919462169,Dawna Posten,35 Sutherland Road,5000000,6000000,46,wirausaha,516,buruk,2025-09-04
331,977578784,Estrellita Harrell,04627 Dawn Avenue,5000000,6000000,39,wirausaha,690,baik,2024-12-18
332,950760639,Rosalinda Blasiak,07467 West Crossing,9000000,7000000,41,wirausaha,724,baik,2025-01-07
333,980318987,Layla Doni,603 5th Park,11000000,12000000,47,karyawan_swasta,776,baik,2025-09-06
334,929731556,Benoit Putson,2 Troy Hill,18000000,21000000,29,wirausaha,479,baik,2024-10-10
335,974425575,Adlai Garcia,2 Butterfield Road,14000000,16000000,18,wirausaha,619,baik,2025-03-28
336,902774449,Franky Karlsen,1550 Sauthoff Road,9000000,10000000,25,karyawan_swasta,527,baik,2025-03-15
337,918915799,Sydney Garnham,1507 Evergreen Place,14000000,16000000,62,wirausaha,687,baik,2024-12-23
338,988388536,Jay McKea,94966 Redwing Trail,17000000,20000000,18,wirausaha,688,buruk,2025-03-18
339,947003548,Gordie Bedells,81 Rowland Pass,9000000,8000000,28,wirausaha,764,baik,2025-09-13
340,975605906,Fabien Crookston,612 Claremont Street,11000000,13000000,24,karyawan_swasta,635,buruk,2025-02-28
341,972550688,Kettie Tonge,5 Vernon Place,14000000,12000000,32,karyawan_swasta,599,baik,2025-03-20
342,979918382,Kristoffer Barradell,65946 Scofield Circle,5000000,4000000,59,pns,734,baik,2025-01-06
343,935564313,Ophelie Deeth,5 Kings Junction,7000000,8000000,36,wirausaha,714,baik,2025-07-20
344,934424639,Dominga Mapledoore,14 Heath Park,9000000,10000000,54,wirausaha,649,baik,2025-01-20
345,902974232,Laureen Dorney,059 American Ash Court,13000000,15000000,24,karyawan_swasta,806,baik,2025-04-22
346,903650602,Finn Olyfant,97 Washington Trail,11000000,9000000,48,wirausaha,742,baik,2025-08-25
347,999294497,Wrennie Berzen,0 Huxley Pass,9000000,10000000,21,karyawan_swasta,850,baik,2024-10-14
348,957584124,Bree Crumbleholme,8 Jackson Junction,12000000,14000000,33,pns,671,baik,2025-06-24
349,978993125,Deerdre Moxom,2768 Ohio Trail,11000000,12000000,41,wirausaha,850,baik,2024-11-17
350,910938011,Van Fetherston,24050 Tomscot Center,13000000,15000000,50,karyawan_swasta,616,buruk,2025-05-27
351,945937058,Linell Gino,688 Beilfuss Lane,7000000,8000000,35,wirausaha,723,baik,2025-01-14
352,932885947,Angelika Sumpter,5699 Rigney Road,10000000,12000000,26,wirausaha,612,baik,2025-07-22
353,965808092,Fallon Keningley,21534 Walton Crossing,10000000,9000000,32,karyawan_swasta,816,baik,2025-02-21
354,961672735,Florence Sibbering,408 Hanover Plaza,12000000,14000000,28,wirausaha,850,baik,2025-02-22
355,940742335,Johanna Niesel,843 Hanover Circle,10000000,12000000,28,pns,733,baik,2025-01-31
356,932774788,Karin Stefi,03 Corry Circle,14000000,16000000,53,karyawan_swasta,740,baik,2025-08-24
357,922354032,Alic Southerton,4517 Graedel Avenue,11000000,12000000,18,wirausaha,520,buruk,2024-12-05
358,921278461,Isaak Latimer,6104 Hayes Junction,14000000,13000000,18,wirausaha,812,buruk,2025-02-13
359,908074600,Sonni Saltwell,4 Mayfield Avenue,6000000,7000000,39,wirausaha,693,baik,2024-11-29
360,903761889,Sky Jaulme,94174 Clarendon Pass,13000000,15000000,45,wirausaha,641,buruk,2025-09-11
361,989609131,Lewie Downs,59 South Terrace,9000000,11000000,22,karyawan_swasta,847,baik,2025-09-08
362,936982749,Pam Broad,64247 Porter Circle,10000000,12000000,22,karyawan_swasta,703,baik,2025-09-10
363,974507145,Trudy Reardon,662 Debra Hill,14000000,12000000,32,wirausaha,735,baik,2025-08-25
364,955326458,Verge Moretto,3 Charing Cross Point,8000000,9000000,28,wirausaha,727,baik,2025-03-14
365,952741111,Chiquia Loding,5 Oakridge Place,9000000,11000000,19,karyawan_swasta,702,baik,2024-11-15
366,963046436,Terrence Enga,9 Oak Crossing,9000000,10000000,22,wirausaha,644,baik,2025-08-17
367,985459944,Alaster Decourcy,59 Quincy Circle,14000000,11000000,53,karyawan_swasta,701,baik,2025-05-05
368,979998187,Madonna Cannon,0376 American Drive,12000000,14000000,33,pns,638,buruk,2025-06-18
369,970352326,Dareen Conkey,66687 Eagan Center,11000000,13000000,39,pns,701,baik,2024-09-24
370,933662550,Bess Woodes,7 Myrtle Trail,5000000,4000000,45,pns,731,baik,2025-04-15
371,993527510,Laney MacKimm,5449 Arizona Plaza,9000000,11000000,45,wirausaha,844,baik,2025-03-06
372,992923025,Sarine Zipsell,33895 Grover Road,11000000,12000000,58,karyawan_swasta,556,buruk,2025-04-26
373,930921950,Denys Twomey,8 Center Way,11000000,13000000,41,wirausaha,644,baik,2025-08-01
374,941230736,Lexi Fowgies,0 Oriole Parkway,11000000,13000000,24,karyawan_swasta,675,baik,2025-06-10
375,901292840,Audra Temprell,3557 Erie Point,7000000,6000000,60,wirausaha,721,baik,2025-02-06
376,985935230,Paulie Edgett,7960 Elka Hill,10000000,8000000,24,karyawan_swasta,704,baik,2024-10-30
377,932735737,Gena Pughsley,1 Quincy Street,9000000,8000000,38,karyawan_swasta,720,baik,2025-06-14
378,951430862,Delmar Vause,2 Northfield Pass,6000000,5000000,42,wirausaha,715,baik,2024-11-05
379,964664598,Kaycee Beany,146 6th Parkway,7000000,8000000,52,wirausaha,681,baik,2025-08-18
380,946629287,Andris Cessford,439 Ridgeway Way,8000000,7000000,18,wirausaha,723,baik,2024-09-28
381,993360423,Filbert Inott,039 Sutherland Trail,7000000,8000000,50,wirausaha,699,baik,2025-05-13
382,990968776,Kenn Aikenhead,67 East Pass,5000000,6000000,25,wirausaha,701,baik,2025-07-22
383,920796133,Killie Glossup,4 Commercial Terrace,14000000,11000000,18,karyawan_swasta,711,baik,2025-03-10
384,940270346,Anselm Keave,1430 Caliangt Road,9000000,8000000,19,wirausaha,850,baik,2025-01-07
385,903294657,Wolfgang Trussell,007 Delladonna Street,9000000,11000000,66,wirausaha,716,baik,2025-06-30
386,961419047,Dud Sicely,0 Express Hill,14000000,17000000,38,wirausaha,838,baik,2025-06-14
387,941469235,Tatiana Cockin,6 Katie Court,10000000,12000000,32,wirausaha,730,baik,2025-01-23
388,998851319,Maxine Bartlet,53 Pine View Road,7000000,8000000,18,karyawan_swasta,703,baik,2025-03-12
389,935955571,Mommy Sandham,628 International Park,6000000,7000000,35,wirausaha,627,baik,2024-10-22
390,928793363,Adriana O'Spellissey,99 Service Parkway,7000000,8000000,43,wirausaha,687,baik,2025-07-27
391,915713310,Charlotta Challes,14 Schurz Place,9000000,10000000,18,wirausaha,725,baik,2024-10-23
392,977670477,Joly Allcock,5 Becker Pass,12000000,14000000,35,pns,752,baik,2025-01-23
393,914548530,Grady Corringham,54515 Coleman Plaza,8000000,9000000,58,wirausaha,670,baik,2025-08-20
394,974975414,Lilla Camerello,45 Pawling Point,10000000,9000000,18,wirausaha,850,baik,2025-02-16
395,965045468,Rosa Fullick,9031 Everett Crossing,5000000,4000000,32,wirausaha,634,buruk,2025-07-01
396,989360166,Josey Copland,83094 Swallow Court,8000000,7000000,18,karyawan_swasta,488,buruk,2025-08-07
397,954951043,Evin Anderson,9517 Blackbird Drive,13000000,11000000,34,wirausaha,506,buruk,2024-12-17
398,961428902,Gwenni Nairns,988 Valley Edge Lane,8000000,9000000,37,wirausaha,634,buruk,2024-12-18
399,951367423,Crosby Neave,464 Tennessee Crossing,9000000,11000000,67,karyawan_swasta,687,baik,2025-02-04
400,984058563,Alecia Colleymore,06 Butterfield Trail,8000000,7000000,33,wirausaha,739,baik,2025-07-16
401,945395111,Umberto Donat,60290 Carberry Street,11000000,9000000,37,karyawan_swasta,640,baik,2025-04-26
402,923896177,Wolf Humberstone,018 Menomonie Alley,10000000,9000000,57,wirausaha,700,baik,2024-12-03
403,955482250,Alasdair Bertomieu,23431 Starling Hill,10000000,11000000,34,wirausaha,825,baik,2025-07-24
404,973557869,Saraann Gregorace,7870 Anzinger Parkway,10000000,11000000,34,wirausaha,827,baik,2025-06-05
405,921010599,Karrie Halpeine,58473 Veith Alley,5000000,6000000,18,wirausaha,656,baik,2025-03-01
406,917894621,Etty Shakshaft,6 Shasta Center,18000000,20000000,31,karyawan_swasta,554,baik,2025-07-07
407,969213479,Cissiee Brazelton,4 Golf Trail,16000000,14000000,34,wirausaha,664,baik,2025-04-22
408,927469814,Shannon Cairns,76261 Comanche Court,10000000,11000000,29,wirausaha,803,baik,2025-07-27
409,921208538,Ann-marie Wolfit,02665 Sauthoff Crossing,8000000,9000000,50,wirausaha,682,buruk,2025-02-13
410,955481515,Clarita Feake,42 Monterey Terrace,12000000,14000000,45,wirausaha,630,baik,2024-10-01
411,992982332,Kinny Batchelor,3 Hintze Avenue,13000000,15000000,38,wirausaha,733,baik,2025-07-13
412,952902583,Cece Pawelke,2 Hollow Ridge Center,15000000,17000000,31,pns,701,baik,2025-02-03
413,927769025,Maddie Byrd,45986 Butternut Place,10000000,12000000,48,karyawan_swasta,756,baik,2025-02-06
414,964945584,Janella O'Hearn,8 Westend Point,11000000,13000000,47,wirausaha,719,baik,2025-02-08
415,944282011,Cathyleen Cole,14 Del Mar Parkway,11000000,13000000,53,wirausaha,643,baik,2025-05-21
416,994685575,Chuck Paz,4555 Annamark Circle,14000000,16000000,52,pns,804,baik,2025-04-02
417,976659438,Sandie Steadman,23 Dawn Crossing,5000000,6000000,37,wirausaha,719,baik,2024-11-15
418,930855518,Seka Meharg,1 Columbus Trail,7000000,6000000,39,karyawan_swasta,850,baik,2024-12-17
419,972377038,Lee Gleder,339 Debs Alley,11000000,13000000,24,wirausaha,797,baik,2025-06-30
420,982704209,Rhetta Ebourne,1 Rowland Place,10000000,12000000,18,karyawan_swasta,638,baik,2025-06-28
421,984178254,Barbe Paulon,270 Sloan Place,5000000,6000000,44,pns,582,baik,2025-08-05
422,990693690,Vinnie Hewell,886 Holy Cross Drive,12000000,10000000,22,wirausaha,676,baik,2024-10-14
423,919947672,Luciano Duthie,97020 Utah Point,6000000,7000000,39,karyawan_swasta,623,baik,2025-09-12
424,906700898,Bertina Boshers,9002 Debs Junction,11000000,9000000,34,wirausaha,669,baik,2025-09-13
425,901218832,Jedd Gerrill,0442 Merrick Avenue,10000000,11000000,70,pns,606,baik,2025-06-08
426,994077362,Daisey Englishby,6020 Old Gate Park,10000000,12000000,36,wirausaha,711,baik,2024-10-17
427,948495400,Theodore O'Crigan,18932 Talisman Parkway,9000000,8000000,18,wirausaha,772,baik,2024-12-25
428,951521576,Webb Crysell,23 Golf Drive,8000000,10000000,34,wirausaha,594,buruk,2025-03-04
429,923924373,Yorker Fochs,390 Mallory Center,9000000,11000000,49,karyawan_swasta,694,baik,2024-10-14
430,990964033,Tait Cutill,69885 Anderson Park,11000000,13000000,44,wirausaha,803,baik,2025-05-31
431,945756153,Farlay Finden,83367 Clyde Gallagher Place,10000000,12000000,48,karyawan_swasta,724,baik,2024-10-01
432,986296867,Hyacinth Redmell,0869 Packers Lane,14000000,11000000,43,wirausaha,850,baik,2025-05-26
433,942304573,Meridith Paulig,20834 Eggendart Alley,7000000,8000000,47,wirausaha,673,baik,2024-11-24
434,959991545,Dyann Howett,781 Banding Alley,11000000,13000000,32,wirausaha,681,baik,2025-04-14
435,900408399,Josepha Orht,015 Nevada Center,10000000,8000000,25,karyawan_swasta,660,buruk,2025-08-24
436,911605535,Ev Benettini,93637 New Castle Trail,8000000,7000000,48,pns,783,baik,2025-07-14
437,906335595,Maxie Hillatt,1813 Monterey Circle,5000000,6000000,29,wirausaha,722,baik,2024-11-18
438,918654005,Avery McIsaac,094 Kipling Point,11000000,13000000,20,wirausaha,711,baik,2025-05-17
439,942925850,Burnaby Nottle,16437 Maywood Alley,11000000,13000000,37,karyawan_swasta,675,baik,2024-10-24
440,904038405,Lesli Dolbey,4566 Springs Center,13000000,14000000,31,karyawan_swasta,810,baik,2025-01-08
441,924434405,Baxter Oxshott,7380 Bay Parkway,9000000,8000000,42,pns,800,baik,2024-11-02
442,915961357,Whitman Strang,05 Rockefeller Pass,13000000,14000000,35,wirausaha,677,baik,2024-11-06
443,959512680,Josey Ferrieri,57 Lien Trail,11000000,13000000,33,karyawan_swasta,678,baik,2024-11-08
444,952981419,Arlyne Carrane,031 Bartillon Center,13000000,15000000,61,karyawan_swasta,720,baik,2024-11-16
445,982631811,Celene Peattie,3 Warrior Lane,5000000,4000000,41,wirausaha,805,baik,2025-05-22
446,944320773,Charline Wayt,380 Arapahoe Alley,13000000,15000000,22,karyawan_swasta,766,baik,2024-10-25
447,927998180,Libbi Fucher,25 Killdeer Point,14000000,17000000,18,karyawan_swasta,595,buruk,2024-09-18
448,946958937,Teena Olford,66 Twin Pines Pass,14000000,16000000,18,wirausaha,769,baik,2025-02-12
449,950496913,Albertina Bartlosz,79741 Warner Point,11000000,9000000,21,karyawan_swasta,685,baik,2025-07-09
450,937860607,Carlin Brogi,6 Main Point,5000000,6000000,44,wirausaha,646,baik,2025-04-03
451,922381714,Cherry Paolone,55 Crescent Oaks Alley,10000000,11000000,26,karyawan_swasta,703,baik,2025-01-08
452,983726503,Mortimer Pester,1 Melby Place,5000000,6000000,41,karyawan_swasta,806,baik,2024-10-27
453,995574159,West Merrikin,028 Macpherson Court,10000000,11000000,43,wirausaha,733,baik,2025-03-22
454,984150846,Giacopo Durtnell,016 Grasskamp Junction,10000000,11000000,18,wirausaha,735,baik,2024-09-20
455,903311258,Margaretta March,18995 Jenifer Plaza,9000000,11000000,36,wirausaha,685,buruk,2025-09-12
456,930313607,Aubine Chidlow,279 Pennsylvania Lane,11000000,9000000,34,wirausaha,753,baik,2025-01-13
457,998041905,Sam Villaron,63 Hoepker Junction,12000000,10000000,38,karyawan_swasta,649,baik,2025-05-06
458,946895036,Ralina Nolder,49 Autumn Leaf Drive,11000000,13000000,42,pns,752,baik,2025-08-04
459,977304829,Elga Gartsyde,52320 Harper Road,5000000,5000000,30,wirausaha,656,baik,2025-04-07
460,978318867,Sallyanne Lammerts,57 Corscot Way,5000000,6000000,52,karyawan_swasta,745,baik,2025-03-05
461,918594198,Esra Pfeffle,018 Scott Street,9000000,10000000,33,pns,801,baik,2024-10-15
462,901247105,Shela Ben,431 Jackson Court,10000000,12000000,32,wirausaha,663,baik,2025-06-05
463,901518238,Diann Lyte,70 Anhalt Alley,13000000,15000000,20,wirausaha,752,baik,2025-01-06
464,959319764,Sharline Kliement,74249 Eagan Parkway,9000000,10000000,26,wirausaha,768,baik,2024-11-13
465,983044244,Chucho MacKibbon,43 Katie Court,6000000,5000000,59,wirausaha,721,baik,2025-05-16
466,974670065,Farlee Doyley,200 Myrtle Alley,10000000,8000000,34,pns,777,baik,2025-05-26
467,973247322,Llywellyn Lawman,968 Welch Way,11000000,12000000,29,wirausaha,683,baik,2025-09-06
468,920036912,Corbie Jarley,8859 Red Cloud Way,13000000,11000000,45,wirausaha,850,baik,2024-10-10
469,964346229,Vinson Grover,099 Carey Drive,10000000,8000000,29,wirausaha,648,baik,2025-03-01
470,977514195,Clevie Pennick,59621 Scoville Crossing,11000000,13000000,53,wirausaha,646,baik,2024-10-14
471,999929615,Bethanne Crossman,35200 Lotheville Hill,14000000,12000000,48,karyawan_swasta,590,buruk,2024-11-11
472,935284893,Konrad Scoyne,6 Elmside Pass,8000000,9000000,45,wirausaha,705,baik,2025-03-19
473,903709841,Maury Hallaways,8521 Michigan Point,8000000,9000000,27,karyawan_swasta,850,baik,2025-04-14
474,962613922,Horatius Thrift,91 Buhler Street,14000000,16000000,40,wirausaha,708,baik,2025-03-19
475,974289478,Renie Frail,2922 Oak Crossing,12000000,14000000,48,karyawan_swasta,850,baik,2025-03-22
476,911916259,Harlen Kuzemka,16279 Shelley Place,13000000,15000000,32,wirausaha,772,baik,2025-02-03
477,941647158,Matteo Foxley,07778 Mesta Park,12000000,14000000,44,wirausaha,689,baik,2025-04-22
478,936574759,Judah Shrawley,8 Elmside Junction,5000000,6000000,46,karyawan_swasta,650,baik,2025-03-29
479,991535168,Agatha Windybank,9576 Saint Paul Alley,11000000,9000000,43,wirausaha,602,baik,2025-05-14
480,908410757,Fabiano Manoch,36444 Shelley Lane,6000000,7000000,35,pns,708,baik,2024-11-27
481,931414252,Harbert Sackler,71 Golden Leaf Place,5000000,4000000,18,karyawan_swasta,735,baik,2024-11-13
482,933185407,Atalanta Paladini,53 Havey Place,8000000,6000000,58,wirausaha,658,baik,2025-09-05
483,989751416,Humfried Tomaselli,03 Petterle Trail,8000000,9000000,23,wirausaha,632,buruk,2024-11-19
484,948101092,Sayer Abernethy,68134 Mifflin Center,7000000,8000000,37,karyawan_swasta,663,buruk,2024-11-16
485,919553127,Phebe Worham,51891 Hoepker Pass,5000000,6000000,64,wirausaha,789,baik,2024-11-10
486,971254803,Oberon Coopey,073 Towne Junction,13000000,16000000,41,wirausaha,675,baik,2025-01-09
487,903569372,Tedman Iorio,767 Bunting Junction,10000000,12000000,18,pns,730,baik,2024-09-26
488,920486622,Louella Rahill,5 Monica Trail,9000000,10000000,18,wirausaha,690,baik,2025-03-26
489,903909637,Whittaker Drissell,43492 Shoshone Drive,6000000,5000000,56,wirausaha,711,baik,2025-07-19
490,956289104,Uriel Terrill,301 Continental Lane,11000000,13000000,51,wirausaha,847,baik,2024-10-06
491,993484581,Alane Spurman,5 Laurel Plaza,9000000,8000000,24,wirausaha,775,baik,2025-09-15
492,966134686,Harriot O'Cahey,51245 Valley Edge Pass,13000000,15000000,28,karyawan_swasta,682,baik,2025-03-04
493,929209165,Corena Sparshutt,68 Spohn Point,11000000,9000000,18,wirausaha,800,baik,2025-09-04
494,922620376,Ruy Kerner,4317 Michigan Lane,7000000,8000000,42,wirausaha,636,baik,2025-04-23
495,952014776,Shanan De la Feld,50 Elka Pass,11000000,12000000,67,karyawan_swasta,687,baik,2025-02-25
496,956467191,Gena Birbeck,77 Atwood Court,15000000,17000000,35,karyawan_swasta,738,baik,2024-10-28
497,928569968,Emera Dyne,53 Sullivan Drive,13000000,11000000,37,wirausaha,728,baik,2025-01-21
498,917390105,Michal O'Dulchonta,511 Gateway Pass,8000000,10000000,19,karyawan_swasta,828,baik,2024-10-14
499,939992007,Giffy Braganza,09276 Evergreen Place,14000000,16000000,50,pns,850,baik,2025-06-06
500,961125035,Meryl Connal,20022 Rockefeller Point,8000000,10000000,69,wirausaha,720,baik,2025-06-01
501,983132731,Geordie Hupka,23448 Jenifer Pass,9000000,10000000,18,karyawan_swasta,834,baik,2025-05-18
502,907950716,Del Quilter,28 Gale Point,10000000,12000000,31,wirausaha,551,baik,2025-08-16
503,924830264,Cobb Matias,5 Jenna Crossing,13000000,15000000,47,wirausaha,707,baik,2025-03-03
504,922455287,Dominica Tomkins,12993 Boyd Terrace,10000000,11000000,19,wirausaha,621,baik,2025-07-10
505,958690469,Hendrick Mongeot,81 Linden Crossing,7000000,6000000,39,karyawan_swasta,611,baik,2024-12-02
506,926803385,Greg Piddletown,6 Kinsman Avenue,10000000,11000000,24,wirausaha,746,baik,2025-04-07
507,919015532,Cherin Blemen,25 Cambridge Place,11000000,12000000,29,pns,746,baik,2024-12-15
508,906149669,Jenifer Locock,65677 Del Mar Road,12000000,14000000,27,wirausaha,761,baik,2025-05-04
